标题,歌曲id,所属歌单
"对不起, 我还爱你",31546893,6919830006
一个人,2655896510,6919830006
想你的时候,2047437209,6919830006
冬夏橙 (feat. 平葵),1910639289,6657794439
Frozen,2103738588,6657794439
シルバーソルト,2639919091,6657794439
愚痴り合い～聞いてよ最近彼氏がさ、～,2654107896,6657794439
泡沫少女,2615141994,6657794439
あんたなんて。,2639378943,6657794439
青の行方,2078590515,6657794439
花便り,2134129121,6657794439
Sign,2617688829,6657794439
温柔暗号,2007350820,8819067050
劲浪漫 超温馨,1897376493,8819067050
房屋供应问题,2087699604,8819067050
Long D,1936276473,8819067050
关于缠绵,1970708652,8819067050
日が落ちるまで,740530,8405928935
magical mode,1835701803,8405928935
可愛くてごめん,1996929972,8405928935
Hot Mess,2604497418,8136128849
Live My Life,2160418340,8136128849
Spark (WINTER Solo),2634914138,8136128849
Bored! (NINGNING Solo),2634914137,8136128849
Dopamine (GISELLE Solo),2634915521,8136128849
해볼래,417859225,3089176687
屑屑,2619645823,3089176687
有线耳机,2042954758,3089176687
混入人类计划,2619647261,3089176687
เมฆสีชมพู,2649276113,7578364103
Cheevee (From The Loyal Pin),2635508335,7578364103
ใจสมใจ,2124264302,7578364103
ฉลามชอบงับคุณ,1967982375,7578364103
"Who am I (เพลงประกอบซีรีส์ ""F4 Thailand : หัวใจรักสี่ดวงดาว BOYS OVER FLOWERS"")",1907129321,7578364103
FIRE BOY,1995052318,7578364103
กี่เหตุผลที่ทำให้รัก (Ost. Why R U The Series),1424091328,7578364103
How To Love,1423524712,7578364103
TA（完整版）,1822203899,9111148297
Lusia,1840174741,7498269601
青い珊瑚礁,612743,7498269601
Love Was Really Gone (2018 Remaster),1339563129,7498269601
Cloudyな午後,630008,7498269601
夏と秋のGood-Luck,26155417,7498269601
小さな密航者,577659,7498269601
Saturday,22753269,7498269601
ANGEL,22753251,7498269601
私達を信じていて,1297494227,7498269601
最终便,601613,7498269601
烟火里的尘埃(抖音完整版),1831769361,8902216930
如果可以 (Acapella),1922931099,8902216930
制裁,2648204063,9947110347
没理由怪你,1850235304,9947110347
LOST,1876502011,9947110347
还是会想起,2047636659,9947110347
遇上你之前的我,2143932459,9947110347
一人行,2615819487,7739489411
一个人想着一个人 艾比利,2668281680,7222035351
失约海,2102678825,7222035351
best day ever,1943455918,9921410977
You Can Do It,2087708563,9921410977
꽃바람 (YOUTH),1453956795,9921410977
Better (Korean Ver.),1899048564,9921410977
Adventure of a Lifetime,404784524,9921410977
Take Me Where You Go,2126072469,9921410977
One Step At A Time,27093258,9921410977
Bubblegum Party,1982988968,12472087700
carioca in paris,1942012578,12472087700
“Have a Nice day：）”,2060082726,12472087700
520我爱你,429348542,7099104537
浪费(是你把我给的爱全都浪费),2643846663,7099104537
座位（女版）,2669026531,7099104537
不完整的旋律,25642939,7099104537
纸鸢,1873751571,7099104537
沙漏,2132220720,7099104537
百利甜,1365893755,7099104537
보여줄게,26128872,7033189443
Go away go away,1417695574,7033189443
HELICOPTER,1475847808,7033189443
ANSWER,1903641830,7033189443
Seoul,487190370,7033189443
추운 비,30284644,7033189443
圣安东尼,2610920201,12983916230
bad,2040394690,82012950
祝福你,5275166,9161146343
迎春花,1343706356,9161146343
秋天不回来,26599019,12695997441
鬼迷心窍,108740,12695997441
挪威的森林(Live),157249,12695997441
しょうがない,2089716597,466412072
Mystic Light Quest,2612747239,466412072
放課後てれぽ～と,482999387,466412072
Behavior,1872432762,466412072
ダーリンダーリン (feat. 夏色花梨),2651143671,466412072
Moka (feat. Ninnin),1388775095,466412072
Lovestruck,2158401025,466412072
styles,26590306,466412072
Orakel,2646205002,466412072
Allergy,2046817458,7484202669
Wish You Hell,2134852913,7484202669
Really Like You,2642223443,7484202669
쉿 (Shhh),2061334602,7484202669
失恋,2606965997,8734432413
怪我天性敏感,2137777737,8734432413
起初,2076921536,8734432413
夏日的风,2659565882,8734432413
复刻回忆(无掌声版),2673296815,8734432413
You tha,2649263876,8734432413
一番星,658318,8829999034
白い雪,22701809,8829999034
難破船,22663357,8829999034
ありがとう···,543798303,8829999034
本当だよ,2163252612,8377665127
明け方の夏,2622391689,8377665127
夏が僕らを呼ぶのなら,2634789785,8377665127
Henceforth,2037944267,8377665127
ひとりじゃないんだ,2147142321,8377665127
かいか,2146779700,8377665127
星間飛行,2092300308,8377665127
オムライス,2151235037,8377665127
Deep Forest,2600132828,8377665127
空奏列車,557584442,8377665127
Gee,29535435,13087422510
ワ-Come On-,26115382,13087422510
贴贴,1903509018,12371209596
扑通扑通,2039598645,12371209596
偷星星的人,2056207554,12371209596
代替 (原来思念也有生命）,2603431269,12957372363
罗刹海市,2063487880,8839500975
クズリ念,2639244959,6587780715
霸气情歌,487923125,8818132380
老派情歌,2676045833,8818132380
成就感,330217,8818132380
可惜我们没有,2635249591,8818132380
神爱世人,2612378378,8818132380
陌生小狗,2635505693,8818132380
难得一遇,453491805,8818132380
神奇的糊涂魔药,1899624189,8818132380
一枚の写真,1427664751,5318864365
真夜中のドア/Stay With Me (シングルver.),1317285056,5318864365
街のドルフィン,1334689673,5318864365
DOWN TOWN,28144340,5318864365
モニカ,450694,5318864365
テレフォン・ナンバー,1305367751,5318864365
Street Dancer,585639,5318864365
SEXY PACIFIC,29582814,5318864365
地上に降りるまでの夜,22713080,5318864365
多想回到从前,1989223567,12885289018
Ext,2605996262,12885289018
Summer Dance,2059509559,83268606
그라데이션,1961279185,83268606
선물할게,5410438,83268606
regretful (feat. shirt),1488679199,83268606
봄날에 만나자,469249966,83268606
내일이 찾아오면 (Rock Ver.),2626342274,83268606
Serenade,2051837541,12912052644
우우 (WooWoo),1300381755,12912052644
춤,2118131674,8849499311
You,499222224,8849499311
yours,1357960431,8849499311
Angel,2041967920,8849499311
Jewel,1923183710,8849499311
점,32785614,8849499311
꽃,5379779,8849499311
SODA,1477439110,8849499311
爱我还是他,1427200344,12879126643
bath,431357401,10090373280
Skyfall,29732222,10090373280
Wanna Love You,467805965,10090373280
Replay,25727705,10090373280
우주를 줄게 (Live),1377290021,10090373280
I Wanna Get Love,526857315,10090373280
波光 (Gold Dust),1981834841,10090373280
흔적기관 (痕跡器管),2059452654,10090373280
Smoke,2620961589,10090373280
走马(伤感男声版),1831802364,7333635813
yatta xa bayan,1943511860,8833957583
axu kiqilar,2676115601,8833957583
KaL,2653227511,8833957583
Ayap koy （请爱惜我）,2675190588,8833957583
Mayli,2652514057,8833957583
soysam bolarkan,2668209676,8833957583
toydugmu yurak,2154010351,8833957583
Arni Quxansa,2674429781,8833957583
Soymisam,2658602383,8833957583
涙,419254442,2763427679
Beautiful,1401411455,2763427679
"Hey, darlin'",1426946645,2763427679
Maybe...YES,1848452999,2763427679
笑うしかないトラジディー,1897366431,2763427679
Nowhere (비비노스 - 에이스테 Sub : Ivan Part.1),2663380359,2763427679
Ruler Of My Heart (ALNST 2nd Anniversary Remix Part.3),2634510074,2763427679
Cure (비비노스 - 에이스테 Original Soundtrack Part.7),2156722533,2763427679
Colorful World,405253317,53572999
街上的,2156862017,53572999
爱不来 (feat. Miss Ko葛仲珊),28406197,53572999
ASIAN STATE OF MIND,2674696866,53572999
熊心豹子胆,2045110694,53572999
魔动闪霸：对手,1976501328,53572999
Get Rhythm,1464823473,53572999
黑蝴蝶,2116798541,8510516438
经济舱 (Live),1487528112,8510516438
我一点都不想你,1350460585,8510516438
来年后·少年,2000381011,8510516438
佤咖啡,2022147586,8510516438
Tell me why,1888903563,8904187604
Please dont,2056682158,8904187604
真拿你没辙2.0,1814729820,8904187604
命运很奇妙，让篮球故意滚到你脚边,1885538011,8904187604
人间,1969411705,8904187604
1200KM,2104675626,8904187604
无人问津,2103366719,8904187604
弄丢的画笔,2101424750,8904187604
天快亮了,2636363726,638864394
也没得撒子,2659353343,638864394
乡愁,2663470843,638864394
房子,2661730494,638864394
PT2,2672447935,638864394
PRO ,2665649799,638864394
我的 (feat. 李大奔BENZO & GALI),2665330030,638864394
Fight Back,2664469353,638864394
Knows,2664469352,638864394
想念是凋谢的云,2042403498,8904200210
夏夜最后的烟火,2057625662,8904200210
More Than You Know,2034642247,8904200210
n55w,1894638908,8904200210
怪就怪天气,2069713612,8904200210
爱·天分,2075523612,8904200210
Not About Us,1924644563,8904200210
暗恋(去炫吧乐队完整版live),2022173355,8904200210
拜托,2130450579,5310111557
朋友关系,2629882495,5310111557
以后不会了,2038202805,5310111557
被动人格,2132747446,5310111557
致命伤,2618895557,7220849432
迷失的季节,2037202513,7220849432
偷看你动态,2006767156,5036759475
炊烟,2608797166,5036759475
被你骗 和你吻,2094995270,5267494165
在这个年纪也许不配拥有爱情,1488077114,4953665085
再见Hip-Hop,1306507665,2116945770
人上人,2151956989,2116945770
仁义东巷,2050062764,2116945770
旅行者,2111047358,2116945770
月之舟,2111047357,2116945770
未来等你,2072614086,2116945770
交给他就好,1808006794,2116945770
Trauma Fit,2647801622,2340739428
Where to go,2601180814,2340739428
Heartless,2615103372,2340739428
光,1862539494,2340739428
眼前的歌,2601180813,2340739428
Why you mad,2628019492,2340739428
嘿,1904775189,2340739428
大桥,2602863723,2340739428
浪漫感知,1890495074,2340739428
银河穿越计划,1841965057,2340739428
Flow So Sick,1837081269,8926731849
QueenStep,1293951611,8926731849
万花筒,1470703222,8926731849
陪你去闯 (feat. 秦牛正威),1841230497,8926731849
SWAG午觉,547825385,8926731849
仲夏宣言,1310004552,8926731849
原本色彩,1328152622,8926731849
夜式人生,1342747586,8926731849
少了你的生活,1350705925,8926731849
爱是常觉亏欠,2674515657,3029459640
SHINE,2006452029,3029459640
沙漠之花ALL in,2158225699,3029459640
永不收官 (Never The End),2149883104,3029459640
流星雨,2156912944,3029459640
龍,2132902678,3029459640
远方和你,2153412626,3029459640
将进酒,2156205899,3029459640
枕边事,2155297812,3029459640
ego,1864587949,2423939332
已读，未回,2620898094,2423939332
奢侈品,2106090641,2423939332
冬夜,1907015530,2423939332
Someone like U,2146155106,2423939332
爱是错觉,2147460831,2423939332
无法默许,1948582130,2423939332
My Fate,1397716523,2423939332
我的爱是垃圾吗,2644598694,5310951194
有法,2657562417,6699931397
金鳞,2657564228,6699931397
匕首,2602863718,6699931397
飞行日记,2606293994,6699931397
Shake That,1969325044,6699931397
70%,1376125188,6699931397
喜新恋旧,1325711347,6699931397
温暖的匕首,2095591383,3119609433
火 (LA FLAME),2085859566,3119609433
夜总会,2130700194,3119609433
屋檐,2137427339,3119609433
summer day,2157876590,3119609433
不想听你哭,2104091132,3119609433
Fall!n,2156222788,3119609433
别把我屏蔽,2005559663,3035765774
one way,2080287819,3035765774
4am.,2090346906,3035765774
风驶过之后,2044853934,3035765774
漫长的季节,2155975891,3035765774
发迹,2099778087,3119595459
Don't No Y,2148710772,3119595459
抑郁成疾P3 With.ThunderF1ame&阿斯巴田,2044797230,3119595459
捆起,2147413452,3119595459
我耍qq飞车,2163954997,3119595459
Whats Luv 2,2080640374,2091927797
love is a monster,2646970511,2091927797
米花糖,2156885206,2091927797
夏日恋曲(Prod.By K-MAX),1857569649,2091927797
原罪,2053505014,3119596483
2DG,2035193223,3119596483
疤痕体质,2099939962,3119596483
安营扎寨,2079576402,3119596483
落泪,2021434589,7700788693
Reverse,2058735448,8904102256
奴隶,534542490,2959254385
距离中考还有,1940434861,2959254385
结尾,2012725172,2959254385
周润发,1886371881,2959254385
山羊,1396005540,2959254385
无人夜,2110782252,2959254385
成都集团2020cypher (Prod. by HARIKIRI),1444140174,2959254385
I'm So Lucky,2110782197,2959254385
欲望￥,1403609523,2959254385
Deep Ends,2051615275,731340834
Gas Pedal (Remix),26605046,731340834
Vacation,1322239349,731340834
Ridin' Rims,17314706,731340834
Scholarship (ft A$AP Rocky),27612033,731340834
Tiny Riot,1831873540,731340834
"HERE WE GO! (from the Netflix film ""Beverly Hills Cop: Axel F"")",2601778308,731340834
Riddle,1460101860,731340834
Baby‘s vibe,2681193157,7612886755
尔滨甜妹,2646141280,3036328969
知识就是力量,2143568886,3036328969
偷心盗贼,2138119110,3036328969
是想你的声音啊2024,2163953992,3036328969
成分复杂 (Live),2161988573,3036328969
青杉路古堡,2039182663,3036328969
追,1825647671,3036328969
依然范德彪,2151203630,3036328969
再见,1985925447,3036328969
浩瀚星河,2110782258,817685692
都是我,2110782250,817685692
上瘾,2110784663,817685692
蠢问题(Interlude),2110782163,817685692
航班,2110784665,817685692
无字天书,2110782214,817685692
屏幕上,2110784660,817685692
峭壁,2110781594,817685692
我爱你,1438055667,8510599491
你想去哪里我都陪你 (Jerry Sprunger Remix),1402845091,8510599491
外套2.0 (Live),1478381001,8510599491
留在身边,1463741292,8510599491
新鲜感,446627373,8510599491
别怕变老 (LIVE版),1962364527,8510599491
Merry Wannabe,2659382255,2119378458
做我的猫 （圣诞特别版）,524868052,2119378458
听说我喜欢你,1960749853,2119378458
新光巷,1380132655,2119378458
散心,2659654589,2119378458
陷得太深 CANT CONTROL,2159431713,814839177
do u,1411621576,814839177
我的歌声里,2060731920,814839177
着迷 MyGirl,2617893444,2918766270
喜鹊,2610629046,2918766270
手卷烟,2610387752,2918766270
南京锁 LoveLock,2609743133,2918766270
MURDERTHISBEAT,2141683774,2918766270
训练日,2061964448,2918766270
那个女孩,2651118655,621467816
根本你不懂得爱我,2152385988,621467816
甜甜圈,1846273697,621467816
妥协,2151266027,621467816
不称职的天才,2602864580,621467816
走啊走,2053961007,8510608396
瓷片_2,2045344364,8510608396
夏 SummerLove,2048857043,8510608396
《不一般迪斯》,2039966987,8510608396
一缕阳光,2050742372,8510608396
新头绪,2032750204,8510608396
瘾,2025257024,8510608396
Black Magic,2040928037,8510608396
故犯,1945262840,7594838966
荧光海（Feat.Top.Barry),2021637877,8510517426
一闪而过,1951941328,8510517426
mama（妈妈）,2047081623,8510517426
绝口不谈,2026562542,8510517426
Keep Running(Prod.Aria),1820520464,8510517426
LOVE2,2037756767,8510517426
唉 Sigh,2050453744,8510517426
HUNT(Prod by DiESi),1312511401,867730778
"Sincerely Yours (feat. Tommy Grooves, Maxine)",464009554,867730778
水蒸气,570332103,867730778
形影问答·早春,547973061,867730778
哭不出来,543142972,867730778
I Want You(2018),533284326,867730778
￥1.00（Lil G，Lil Andy，Prod.Haruhi）,532184366,867730778
情人节礼物,529642521,867730778
那一天,528270630,867730778
419,525675420,867730778
从那天起 (LIVE版),2063768213,8510582253
茉莉,2046020112,8510582253
U87,2052523307,8510582253
葬礼上的陌生人,2052524881,8510582253
摇摇日记,2052523309,8510582253
六月九日晴 Ft.Uzzy,2052524882,8510582253
Father Master Daddy Ft.Mengzi,2052524884,8510582253
天空侵犯,2052524885,8510582253
fukumean,2056074913,2122279649
Superhero (Heroes & Villains),2003576547,2122279649
Creepin',2022308657,2122279649
2HII,2654686216,431375872
Something New,2646468702,431375872
你&我,2610631272,431375872
热湾漂移 Hit the gas (《极品飞车：集结》公测主题曲),2605914862,431375872
Do It Like This,2601180812,431375872
稍息立定,2147418773,431375872
MISTAKE,2021543605,5026569198
只为自己开的花 (Live),2609732084,2478857774
我们不给花 (Live),2164349644,2478857774
万物盛开法则plus (Live),2152313798,2478857774
新的一天,2132208287,2478857774
阳光男孩阳光女孩2023,2103764064,2478857774
好天气 坏天气,2108872620,2478857774
Double Cup（feat. 法老）,2096457205,2478857774
上学威龙,1355292203,2478857774
暴风雨（大喜 remix）,866279886,2500857826
暴雨Remix,440796107,2500857826
等,1925404868,2500857826
17年的共同好友II,2163990998,2500857826
你的谎,2100689318,2500857826
第二杯半价,2154809614,2500857826
熄灭,2040015902,2500857826
Don't Go Back Tonight,2043112316,6938538798
暧昧三十三天,1984488522,2008947511
视监,2660565600,2008947511
记得她,2655912630,2008947511
Dancing In The Moonlight (with Plastic Ocean),2072907668,2008947511
Hey,1818554203,2008947511
Star (反方向的钟),1899705498,2008947511
雾,2147356760,2579371743
良爱苦口,2076195413,2579371743
P.M.C.O.T.M,2649263407,2579371743
徘 徊,2030261099,2579371743
Wiggle,28852629,92146466
Stereo Hearts,17956427,92146466
"You Can't Hide, You Can't Run",22406357,92146466
Where The Hood At,17227545,92146466
There It Go (The Whistle Song),26788843,92146466
Get By,19289503,92146466
Kiss Kiss,20553890,92146466
So You Wanna Be A Gangsta,20984599,92146466
如你所想,2615842080,6938479113
不怪她,1462875618,6938479113
乌云中,527335918,6938479113
soft,1428995566,5051447966
只对你有感觉,1454732243,5051447966
月光华尔兹,2158753930,5051447966
❤那你呢❤ ,516240264,5051447966
童话 (Live),2091103028,5051447966
Moonlight,1475637391,5051447966
随变 (LIVE版),2065988406,3039839190
随变,2054267403,3039839190
一家人,2066418096,3039839190
我想 （正式版）feat.泠风,444323757,3039839190
今天是美好的一天,1915256325,3039839190
爱被思念冲散,2045092849,8510578238
冷漠的心,2025206505,8510578238
00:01,2015332397,8510578238
Empty feeling(虚情假意) Prod by. Yvng finxssa,1968103969,8510578238
为什么还不来,1945988141,8510578238
PUA,2012418249,8510578238
入秋,1477144603,7253692322
Boxing freestyle,2146975734,7253692322
乌云中,1333345617,7253692322
最后的曙光,2672411745,7253692322
乌鲁鲁记忆碎片,2641301571,7253692322
凌晨噩梦,2641542734,7253692322
脏艺术家 (LIVE版),1973748377,7253692322
Sweet.,863235698,2689902290
Mood (Lil Ghost Remix),1840808119,2689902290
武藏小次郎（Prod. by Allenvave/Feat. 宿涵）,545272449,2689902290
P!NK,1331848508,2689902290
当我,482659529,2689902290
甜,465183718,2689902290
送别,2164880569,2499450761
仰望 (伴奏),2100323564,2499450761
亲密爱人（instrumental with hook）,474400315,2499450761
C级英雄派对,2065168318,2499450761
Strangers,2061994387,2499450761
Dear God,1396658021,746491160
the box (sapientdream lofi bootleg),1428211824,746491160
Ruthless,1362232777,746491160
Out Of Love,1441179616,746491160
Dysfunctional,19449929,746491160
Chosen 1,1369908740,746491160
DFFRNT,1430553559,746491160
Mary Jane,1387555989,746491160
Juicy,1401302509,746491160
Wassup,418550647,746491160
FXCK UP THE WORLD,2675127396,5395488578
RiCH MAN DREAMS (i) (ft. Ab-Soul),2677571834,5395488578
Proud Of Me,2679621208,5395488578
Ms. Whitman,2678030133,5395488578
Flood,2677587283,5395488578
2025 Freestyle,2678677717,5395488578
cLOUDs,2677650585,5395488578
Pardon Me,2675401432,5395488578
HBK,2676158108,5395488578
讴歌,2108845007,5070760807
小哑巴,1975295694,5070760807
睡会儿,2114749764,5070760807
记忆嗅觉,2628269917,5070760807
下水道蚂蚁,2006229678,5070760807
Nah Nah再见 (Live),2161990963,5070760807
爱的坟墓,2600334805,5070760807
Forget it （feat. Mac Ova Seas）,2122615322,5070760807
骰子 (Prod. CamorraMob),1984762435,6891587224
仲夏写的信,2636417003,6891587224
情绪价值,2648594938,6891587224
浮岛The Isle,2652774449,6891587224
Coverage,2600227363,6891587224
雨街,2651767054,6891587224
一无所求,2638533192,6891587224
迄今为止的生命里,2050620264,6891587224
我们的以后,2031084821,8378236902
我们以后还会见面吗,2606764359,7747386295
Real,1493308119,2196397364
Slidin,1857487400,2196397364
I Wish,1815945479,2196397364
F Love,1834016640,2196397364
7:26am,1819757099,2196397364
Want You,1493307920,2196397364
Trips,1477439885,2196397364
Back,1477443410,2196397364
Hero,1403793095,2196397364
Red & Yellow,1467121882,6584983911
Party Girl,1462557776,6584983911
Cult4Ever,1384062255,6584983911
Juice WRLD DID,1975493793,6584983911
"Change (feat. YNW BSlime, Slatt Zy)",1911510424,6584983911
Enough,1819841588,6584983911
LA & The Parties,1396011615,6584983911
Safe With Me,1419862186,6584983911
Take It Or Leave It,425298481,6584983911
恋爱漫画♡,1877685462,2339332957
龙丽dance,2136290305,2339332957
money flow,2134215080,2339332957
爱无能,2619524663,2339332957
爱在夏夜烟火时,2160460937,2339332957
我猜你,2127903516,2339332957
爱欲求,2618165651,7603083259
24Love,1843572449,7596160360
TYVV,2087989160,5474914023
牵手,2033706635,5474914023
Butterfly (sped up),2129581035,5474914023
Yeh,2150162654,5474914023
I dn’t wna falin luv (sped up),2146065410,5474914023
钱专注(Prod.DeeMarc),2139033296,63838551
彩虹,2638533178,63838551
GOOD DAY,2606580070,63838551
馈赠,2610278761,63838551
社区生活,2605908565,63838551
Daydream,145225,815904905
谢谢你,462565213,815904905
自白书 僵尸 feat 梁老师T.$ong,440090070,815904905
光来之前,36924430,815904905
嗯哼?,501529541,815904905
战颂（Prod By 张杰峻）,862353241,815904905
21 (Prod. by DJ ÀNDÌ）,551983101,815904905
XA CITY,520173647,815904905
苦茶子,1922888354,2246029783
夕子,1488990355,2246029783
星球坠落2022 (LIVE版),1958961195,2246029783
顽家,1488796175,2246029783
就此别过,1434962352,2246029783
继续 Demo,480725948,2163377982
飘向北方 (Live),1308818967,2163377982
爱如潮水remix,506360364,2163377982
接个吻，开一枪-新年快樂（马修 / 7evenKid remix）,1418450285,2163377982
Where is the love（remix）,41500002,2163377982
没有你了,1321382749,2163377982
ahq (Kiki Do U Luv Me Remix),1333648677,2163377982
辉子-Time（Jndo Remix）,511105159,2163377982
烂人生,2057570375,5062377502
她总是,2649285030,5062377502
昏因,2659907346,832595290
幸福路,2111059975,832595290
不如不见面,572980533,832595290
看思法老,2151166503,832595290
自由freedom,2613324407,832595290
偷偷 (feat. 阎韦伶),76852,832595290
中韩说唱Cypher,2624513901,832595290
曼彻斯特的海边,1952276951,2923772356
超常发挥 逢考必过,1843856292,2923772356
脱离,1381791666,2923772356
从无到有 feat 安列,564785829,2923772356
春雨,2663919685,2240792884
家人pt.2,2661656934,2240792884
重色轻友,2618731030,2240792884
罗马,2147423683,2240792884
Let Go,1465310744,6667650938
假装,1382830142,6667650938
Diamond's I Do,1825695896,6667650938
IM NOT OK,1461165824,6667650938
头头是道 (LIVE版),1975802964,6667650938
异地恋,1948478077,6667650938
暗恋,2057528557,7128137415
Pain 1993,1444959596,6654532835
Love,1424975550,6654532835
Calm Down,37115766,6654532835
SHUT UP,1422358159,6654532835
FCUKIZYOUDOIN,1415345114,6654532835
SPEEDBOAT,1366937611,6654532835
NO WARRANT,1395757430,6654532835
Zoom,1391829922,6654532835
In My Ways,1466449363,6654532835
Curse,520461113,6654532835
Hey KONG,1383954630,2786240378
Kill The Game,1340535891,2786240378
How You Feel,2139367135,2786240378
眷顾,2128822082,2786240378
雨夜街头,2119765895,2786240378
珍珠,2119753003,2786240378
刘玉玲 Lucy Liu (feat. Bohan Phoenix),1449822900,7728982910
东京下雨夜,2145153250,7728982910
超,1970396860,7728982910
yLove,1961344293,7728982910
写不来情歌,1995339514,7728982910
GIA GANG,2065196309,7728982910
Be Alone,1491536061,2341435171
Impatient,1830023514,2341435171
Wrong (Remix),1437151001,2341435171
HOTEL LOBBY (Unc and Phew),1949016633,2341435171
Hottest in the City,1382898382,549368187
Juicemane,1930425664,549368187
FEFE,1295457407,549368187
don’t i (feat. Gunna),1904208093,549368187
Be Shiesty,2166609931,549368187
Presidential Rolex,2056633331,549368187
"Rocky Road, Pt. 2",2051634248,549368187
GRAMMY PARTY,2130956021,549368187
SAY MY GRACE,2090596748,549368187
Whoopty,1820888876,549368187
Detach,1398916825,2613384244
爱的角力,1405370564,2613384244
你不应该离开我,1356147264,2613384244
偶遇 (feat. Cereal),1418530057,2613384244
No Princess,1388594935,2613384244
有點喜歡你（prod.Lean）,1422505577,2613384244
我还在期待着与你的再会,1448708380,2613384244
我的人生连毛坯都不是,2621076456,2988656185
算了吧,2076546373,2988656185
想想就烦,2045117743,2988656185
80000,2082141795,2988656185
棕旨,1321929928,2881288021
不吃早餐才是一件很嘻哈的事,135023,2881288021
蓝色玫瑰,2043447989,2881288021
Burn Up,2045550036,2881288021
來自新世界,2043988704,2881288021
迷途羔羊 (Live),2007346948,2881288021
赶路,1294924895,2881288021
等,2621635145,6593961746
没有说唱歌手可以活到一百岁,1911096468,6593961746
三人行,1912642443,6593961746
摇摆（WAVE）,1831454051,6593961746
Mr.白日梦,1910942803,6593961746
man i is,1465257758,2830430796
Drugs You Should Try,1304688996,2830430796
Call Me Revenge (Call of Duty: Modern Warfare 3),2091840445,2830430796
Famous,409736434,2830430796
"Check, Run It",34383207,2830430796
Dare U,2666129538,2830430796
I’m Better,2147367930,2830430796
Solitaires,1448424179,2830430796
成名 (Live),2653455569,2217224514
爱太痛 (Feat.姜云升),2147030904,2217224514
黑白灰,2104008755,2217224514
城市孤独病,2077531015,2217224514
祝愿你能有个很好的未来,2062948653,2217224514
解药,2059268179,2217224514
暴风雪,2055215378,2217224514
毒药,2629061542,6899283414
所罗门的钥匙,2606617385,6899283414
你呢？(Pitch Up Ver.),2638549563,6899283414
热脑袋,2629061269,6899283414
怎样 WSID,2026222393,6899283414
Chill Day,521417806,2897562585
Discovery,1444432277,2897562585
Talking To My Diary,33761328,2897562585
Stand By Me,2049952171,2897562585
Righteous,1443050044,2897562585
I Need Your Love,2648021835,2897562585
Used To,566254179,2897562585
LOVE (feat. Trippie Redd),1822725831,2897562585
OTW,554090168,2897562585
保安日记,1441394765,6862602894
Young Lovers in Da Hood,1501510275,6862602894
千梦枕 Outro,1472307143,6862602894
Sunset,1357991046,6862602894
放手,1810300205,6862602894
十万个为什么,1306497828,6862602894
安全范围,1376164179,6862602894
荡漾RIPPLES,1447966613,4951413064
高，还没富，但帅,482056804,4951413064
鱼缸,1822280895,4951413064
没有等到你,2164837366,642788714
十二月没什么奇迹,2658512299,642788714
凋零,2027982334,642788714
复制爱,2656252544,642788714
最终,2066741234,642788714
坠,2081569188,642788714
怕,2010941301,642788714
就算了吧,2086091183,2445914083
不必猜·猜不透,2023953384,2445914083
BINGBIAN病变·2024,2109685246,2445914083
爱情慢慢来,1846292840,2445914083
GOOD NIGHT,542690276,2445914083
天堂(PARADISE),2138581932,6623298175
COCO,1942642603,6623298175
发光弹,1961990684,6623298175
搞事情,1994236199,6623298175
头文字T,2100329022,6623298175
赏金排行榜,2037092569,6623298175
Colt.45,1499560899,6623298175
Vroom,2040474776,6623298175
飞天茅台,2014046738,6623298175
Party是我家,2100329012,6623298175
Overnight,2127205417,6809385692
Make It,1446710114,6809385692
White Noise,2087054135,6809385692
Crash & Burn,17630292,6809385692
Time Will Tell,1489273299,2829137850
Pull Up,2052308273,2829137850
Touchdown,2069577280,2829137850
Baby Riddim,1874806203,2829137850
Hips Don't Lie,2069577282,2829137850
FINDERS KEEPERS,1902127660,2829137850
Stuck In A Dream,1401832619,2829137850
Tell you(speed up),2649331561,4968558616
Let me bye,2599507704,4968558616
过度依赖,2609154283,4968558616
Love You Everything,2626222508,4968558616
专属色,1950925541,4968558616
粉红星相学,1873283847,4968558616
化作白天等待黑夜 Day&Night,2606487520,4968558616
FAMJAM4000,2027161487,2309814959
NOT THE ONE,2649154028,2309814959
PIMMIE'S DILEMMA,2675114848,2309814959
Said I Don't Cry,2022314012,2309814959
What’s the Point,2048717810,2309814959
MUTT,2615763833,2309814959
Opening Night,2670863145,2309814959
太阳失眠 (N.Version),2627744664,2444798599
今天的我已经打烊 (N.Version),2627745220,2444798599
风，太阳，鲜花 (N.Version),2627744663,2444798599
风的颜色 (N.Version),2627745219,2444798599
DONE (N.Version),2627744662,2444798599
But U (N.Version),2627744661,2444798599
Talk like this,2616605299,2444798599
Fxxk It I Like It,2601678591,2444798599
We Are,2601678108,2444798599
Next Story,2601678105,2444798599
可是没如果,2647651259,931640179
县城故事,2104796897,931640179
雀台,2104642745,931640179
家书,2077615059,931640179
鱼,2047623646,931640179
你与我 他和她,2054091213,931640179
救赎,2065946547,931640179
a lot,1334811366,743736135
WHATS POPPIN,1417313092,743736135
La Raza,18925791,743736135
Take Me Away,1460800,743736135
Bitch Please II,17572434,743736135
Can't Truss It,28497744,743736135
**** tha Police,20189495,743736135
喜怒哀乐(prod. hate me),2110277451,692254353
Cold,1894026531,692254353
Too Much Pride,1974012902,692254353
